2019-09-15 16:03		5分	游客没用填写买票情况      	XinVCherish		广西值得去的地方，每个季节都不一样。
2019-08-07 16:11		5分	龙脊梯田+景区内接驳+专线车票 成人票      	_WeCh****056677		团购的龙脊梯田门票加来回大巴接送，接待的杨导非常热情，给大家仔细讲解注意事项和当地的民族风情，风趣幽默的表达方式消除了旅途的劳累。
2019-08-07 15:54		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M11****571		超好的一日龙脊之行，伍导超级棒，感谢携程！
2019-08-07 15:51		5分	龙脊梯田+景区内接驳+专线车票 成人票      	_m13****8400		导游挺好！梯田没有想象中的壮观。
2019-08-07 12:38		5分	游客没用填写买票情况      	一木阿南		龙脊梯田位于广西自治区桂林市龙胜各族自治县，是阳朔–桂林–龙胜游的主要组成部分，龙脊梯田分为大寨，平安寨，龙脊古壮寨等组成部分，各有特点，游客可根据自己喜欢选择。
2019-08-07 11:43		4分	游客没用填写买票情况      	盼盼文		龙脊梯田真的很美，非常值得一去
2019-08-07 10:54		5分	游客没用填写买票情况      	一只爱旅行的牙齿		桂林龙脊梯田，是大自然给我们最好的馈赠。&#x0A;短途假期的首选。一个养生首选的地方，负离子含量极高。环境算不上特别漂亮，但是空气却很新鲜。
2019-08-06 21:31		2分	龙脊梯田+景区内接驳+专线车票 成人票      	M19****755		槽点多多，首先早上6:50就要集合，早饭还没吃两口就得出发，坐车3个小时左右，11点终于买了景点门票进入龙脊梯田，排队一个半小时才能坐上缆车，真的等得快奔溃！看了十几分钟梯田又得下来集合，买了团餐结果导游不见了，饭馆说要等导游，导游说直接吃，推来推去直到三点才吃上中饭！！！上半天根本没看到任何景点，整个游程下来真正逛景点没多久，体验感比较差！四人以上建议包车前往
2019-08-06 19:02		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M46****135		今天去了龙脊梯田游玩，导游很负责，很准时的。并且很耐心的等待游客回大巴车。导游处理事情地很迅速，不一会儿就把我们送上了去景点的大巴。导游在大巴上介绍了很多关于桂林，关于龙脊的必去景点，总体来说还是不错的。
2019-08-06 17:15		5分	龙脊梯田门票 双人票      	oO冒泡Oo		很美的景色！梯田很壮观，2号观景台很美丽，景区内的人也很热情！
2019-08-06 10:29		1分	龙脊梯田+景区内接驳+专线车票 成人票      	M34****4458		大骗子，商业欺诈黑心商家坑钱坑
2019-08-05 17:21		5分	龙脊梯田+景区内接驳+专线车票 成人票      	201****636		导游很尽心，服务很棒，值得点赞！
2019-08-05 17:01		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M36****625		很好玩。。。。。。。。。可以再来呀
2019-08-04 21:59		5分	龙脊梯田+景区内接驳+专线车票 成人票      	300****298		一次很好的旅行.李导服务态度很好,人美人也好,耐心讲解.一次没坑的旅行.而且很多疑问耐心讲解.值得信赖.
2019-08-04 19:31		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M70****79		杨导人不错，对车上游客很照顾，热情，敬业，感谢
2019-08-04 19:26		5分	龙脊梯田+景区内接驳+专线车票 成人票      	203****838		导游辛苦！热情周到，诚恳。特别贵照顾所有人讲解清楚。非常感谢
2019-08-04 19:25		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M28****1594		杨导游讲解到位，一路细心关心团员。点赞！
2019-08-04 19:24		5分	龙脊梯田+景区内接驳+专线车票 成人票      	118****363		非常好服务好，玩得很开心！
2019-08-04 16:47		5分	龙脊梯田+景区内接驳+专线车票 成人票      	121****206		导游服务周到周到周到周到周到周到e
2019-08-04 07:03		3分	龙脊梯田门票 成人票      	M10****680		没有进去，太远了，每一步都要花钱
2019-08-04 03:57		3分	龙脊梯田门票 双人票      	M16****542		龙脊梯田，那是田么，你能看到的地方都种了绿色植物，你看不到的地方中**，还有喷沙除草剂的人，自驾进去的，刺激，很练车技，手动挡体验会更爽，那漂移，那转弯，还有那个索道，排队的人就跟梯田是的，一层又一城，步行下山那指示牌，一个都没，完全靠感觉，***拿谷歌地图都差点丢，唯一我感觉好的就是竹筒饭，那感觉就像吃锅巴，牙差点干掉
2019-08-03 21:24		4分	游客没用填写买票情况      	lovexmp		原生态的地方，非淡泊无以明志，非宁静无以致远！
2019-08-03 19:43		5分	龙脊梯田门票 成人票      	badbird		风景很不错，值得一来，下次等秋天来更加美
2019-08-03 17:07		5分	龙脊梯田+景区内接驳+专线车票 成人票      	_WeCh****473472		行程安排得很好，导游很亲切，服务周到。个人觉得寨子的表演（长发村的那个）性价比有点低,旅行资金充裕的可以看一下。
2019-08-03 16:05		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M50****266		龙脊梯田美丽壮观，山清水秀，不虚此行
2019-08-01 23:33		4分	龙脊梯田门票 双人票      	M22****1137		从桂林出发，一天时间只够玩金坑大寨一个地方。对自驾的技术要求较高，山路不算好走，易堵车。不经常走山路的，建议坐内部的摆渡车，省心。索道上下排队的人非常多，很浪费时间，体验不佳。山顶风景还不错，梯田壮观，就是天气说变就变。
2019-08-01 17:29		5分	龙脊梯田+景区内接驳+专线车票 成人票      	_CFT0****7894		服务态度ok，景点玩的还算开心，时间安排合理，介绍比较完整，桂林好玩！
2019-08-01 13:02		4分	龙脊梯田门票 成人票      	激情如风		景区应该还属于待开发状态，主路刚刚铺好沥青，我们住的地方位于索道边上的大寨，离一号观景台步行40分钟路程，路不太好走，标记也不是太清晰，但是登上观景台那一刹那还是挺惊艳的，夜晚能听到久违的蛙声、蝉鸣声，给人一种舒适感，整体感觉很好，值得一游
2019-08-01 13:01		4分	龙脊梯田门票 双人票      	激情如风		景区应该还属于待开发状态，主路刚刚铺好沥青，我们住的地方位于索道边上的大寨，离一号观景台步行40分钟路程，路不太好走，标记也不是太清晰，但是登上观景台那一刹那还是挺惊艳的，夜晚能听到久违的蛙声、蝉鸣声，给人一种舒适感，整体感觉很好，值得一游
2019-08-01 00:37		5分	游客没用填写买票情况      	_M13****8806		超级震撼的景色，缆车上山景色很赞，10几分钟到山顶。山顶借少数民族服装拍照都是10元值得一试。下山如果时间充足且天气凉爽可以选择步行，近距离看看梯田，不然还是缆车下山比较舒适
2019-07-31 07:55		4分	游客没用填写买票情况      	M20****654		排队等缆车差不多两小时，景色还是可以的。
2019-07-30 23:00		5分	龙脊梯田门票 成人票      	_wech****898425		建议早点出发，路程远，缆车人多，时间仓促
2019-07-30 18:34		5分	龙脊梯田+景区内接驳+专线车票 成人票      	m34****0249		不错不错，，，，，，，，，，，，
2019-07-30 16:06		5分	龙脊梯田门票 成人票      	M11****973		很美，建议住一晚。据说九十月更好。有机会去看金灿灿的梯田。。。
2019-07-30 15:06		4分	龙脊梯田+景区内接驳+专线车票 成人票      	M30****427		导游小李很好！龙脊说实话挺失望的，早上先去一个寨子，不看表演的话相当于前半天就废了。梯田上边挺凉快的
2019-07-30 12:44		5分	龙脊梯田门票 成人票      	暖阳阳zzx		我们订的是自驾游双人票，在景区换了小票（注意不是正规的门票），然后就可以去景区了。整体感觉不错，梯田很是壮观值得一看。就是里面的金顶大寨不建议缆车上下，顶多坐一趟即可，要不然太没意思了，我们是带着小孩子坐着双程的。大寨上的土鸡蛋特别好吃，蛋黄很香，饭菜味道也还行，除了价格偏贵点别的没毛病。来了不后悔，值得一看!
2019-07-30 00:39		3分	游客没用填写买票情况      	m-and-y		一般.&#x20;风景宜人.&#x20;游客不少.&#x20;索道缆车值得一坐.
2019-07-29 18:30		5分	龙脊梯田+景区内接驳+专线车票 成人票      	Sam-elena		景色不错，路途还是比较辛苦，导游很认真负责。
2019-07-29 13:48		5分	龙脊梯田门票 成人票      	阿尔贝格李存恭		自驾游，一路玩一路上山，感受民风淳朴，等候做缆车的人太多了！
2019-07-29 12:47		5分	龙脊梯田门票 成人票      	300****455		景观震撼，梯田保留得很好，交通便利
2019-07-29 07:22		3分	龙脊梯田门票 成人票      	秋叶yy		人多，坐缆车排队需要好长时间，夏天来太热了！
2019-07-28 19:21		5分	龙脊梯田+景区内接驳+专线车票 成人票      	M29****7090		2019-07-26 17:48		5分	龙脊梯田+景区内接驳+专线车票 成人票      	ro****ne		导游伍导的服务非常周到，解说详细热情，行程组织得有秩序有纪律，对安全事项也很负责任的提醒，我们很满意。行程没有强制购物，安排也比较合理。旅行团的大巴是比亚迪的，看起来是真皮座椅，空调很足，很高级，也很安全。景区里面的大巴比较旧一些，不如旅行团的大巴好。景区总体来说打三星半四星吧，瑶寨有全国古镇村寨的通病，人工建筑比较混乱，没有美感；经营的商品高度同质化，每个摊都是卖那么几样，看起来都是义乌那边工业生产批发的，让人提不起购买兴致。当地旅游部门在这方面还是要提高素质水平，加强引导。
2019-07-26 11:05		5分	龙脊梯田门票 成人票      	180****1607		很壮观很漂亮的地方，索道20分钟，也是很美丽的
2019-07-26 00:45		4分	游客没用填写买票情况      	阿布加先生		【景色】路边的溪水长流&#x20;少数民族的原始着装住的木楼&#x20;山顶的梯田&#x0A;【趣味】路边的各个小寨子会有民俗表演&#x20;坐上山顶的缆车租套民族服装照个照片&#x0A;【性价比】性价比还好门票缆车基本没有什么别的收费可以让你玩一大天
2019-07-24 18:38		5分	龙脊梯田+景区内接驳+专线车票 成人票      	坐看云起Janet		整体行程紧凑，还不错了！景色也不错！
2019-07-24 16:46		5分	龙脊梯田+景区内接驳+专线车票 成人票      	一路向北的H先森		不错，导游安排接送，玩的也挺好的。风景也不错
2019-07-24 13:26		5分	游客没用填写买票情况      	M37****583		民宿环境还好，老板娘人好挺热情&#x20;&#x20;菜抄得好&#x20;值得大家去。我大老远来很信运认识老板娘&#x20;&#x20;呵呵呵
2019-07-24 12:21		5分	游客没用填写买票情况      	M41****019		【桂林.龙脊梯田】龙胜龙脊梯田，距今已有650多年的历史。这里分别为金坑大寨梯田，平安梯田，古壮寨梯田。金坑梯田尤为壮阔大气，曲线更为优美。为广大游客最受欢迎之一。&#x20;&#x20;&#x20;&#x20;&#x20;&#x20;&#x20;&#x20;&#x20;&#x20;&#x20;&#x0A;【景色】这里气候宜人，东暖夏凉，一年四季风景美如画，春如娇人明镜，夏如碧春绿螺，秋如万亩金山，东如金丝银带。能让人仿佛身如人间仙境。&#x0A;【趣味】这里居住着大部分的红瑶同胞，他们以几十带人辛勤耕作换来了如今这旷世龙脊奇景。这里能让人放空自我。回归自然。也可体验一把捕鱼，撒网，下地，采摘，登山观景，坐观闲云的田园生活。&#x0A;【性价比】如果说桂林阳朔是-世外桃源，那么龙脊梯田绝对可称之为-人间仙境。绝对值得了一游。
